URN,Pupil Premium Incentive,Sparsity Incentive
114062,1,0
114063,1,0
114064,1,0
114065,0,0
114066,1,0
114068,0,0
114069,1,0
114070,1,0
114074,0,0
114075,0,0
114078,1,0
114079,1,0
114080,0,0
114086,1,0
114087,1,0
114091,0,0
114096,1,0
114097,1,0
114099,0,0
114101,0,0
114102,0,0
114103,0,0
114106,1,0
114107,0,0
114108,0,0
114110,1,0
114111,1,0
114113,1,0
114114,1,0
114115,0,0
114120,0,0
114122,0,0
114125,0,0
114126,1,0
114127,1,0
114128,1,0
114129,1,0
114130,0,0
114134,0,0
114138,1,0
114139,0,0
114140,1,0
114143,0,0
114146,1,0
114147,1,0
114149,1,0
114150,1,0
114152,1,0
114154,1,0
114159,0,0
114183,1,0
114187,1,0
114188,1,0
114189,1,0
114190,1,0
114197,1,0
114198,1,0
114201,1,0
114207,1,0
114208,0,0
114209,1,0
114210,1,0
114211,1,0
114213,1,0
114214,0,0
114216,1,0
114220,0,0
114222,0,0
114226,0,0
114227,0,0
114228,0,0
114229,0,0
114230,0,0
114232,0,0
114237,0,0
114267,1,0
114270,1,0
114274,0,0
114276,0,0
114281,1,0
114285,1,0
114308,1,0
114312,0,0
114337,1,0
114340,1,0
114341,1,0
114345,1,0
114349,1,0
114350,0,0
114351,0,0
114365,1,0
114366,0,0
114367,0,0
114368,0,0
114369,1,0
114372,0,0
114373,0,0
114374,0,0
114376,0,0
114377,0,0
114380,0,0
114381,0,0
114382,0,0
114383,1,0
114384,1,0
114385,0,0
114389,0,0
114391,0,0
114392,0,0
114393,0,0
114394,0,0
114395,0,0
114396,0,0
114398,0,0
114399,0,0
114403,0,0
114404,0,0
114405,1,0
114406,0,0
114407,0,0
114408,0,0
114410,0,0
114411,1,0
114412,1,0
114413,1,0
114414,0,0
114415,0,0
114416,0,0
114419,0,0
114421,0,0
114422,0,0
114423,0,0
114424,0,0
114428,0,0
114430,1,0
114433,0,0
114434,0,0
114435,0,0
114437,0,0
114441,1,0
114443,0,0
114446,0,0
114447,1,0
114460,0,0
114461,0,0
114466,1,0
114467,1,0
114471,0,0
114473,1,0
114475,1,0
114477,0,0
114478,1,0
114479,0,0
114480,1,0
114482,0,0
114484,0,0
114485,1,0
114486,1,0
114487,1,0
114488,0,0
114489,0,0
114490,0,0
114491,1,0
114492,0,0
114493,0,0
114494,0,0
114495,1,0
114496,0,0
114497,0,0
114498,0,0
114499,0,0
114501,0,0
114502,0,0
114503,1,0
114504,0,0
114505,0,0
114506,0,0
114507,0,0
114509,0,0
114510,0,0
114511,1,0
114512,0,0
114514,0,0
114517,0,0
114518,0,0
114519,0,0
114520,1,0
114521,0,0
114523,0,0
114524,1,0
114525,0,0
114526,1,0
114527,0,0
114529,0,0
114530,0,0
114531,0,0
114532,0,0
114537,0,0
114538,1,0
114539,1,0
114540,1,0
114541,1,0
114542,1,0
114543,0,0
114544,0,0
114545,1,0
114546,0,0
114547,0,0
114549,0,0
114550,0,0
114551,0,0
114552,0,0
114553,0,0
114554,0,0
114555,0,0
114556,0,0
114557,0,0
114558,0,0
114559,0,0
114560,0,0
114563,0,0
114564,0,0
114565,0,0
114566,0,0
114567,0,0
114568,1,0
114569,0,0
114570,0,0
114574,1,0
114575,0,0
114577,0,0
114579,0,0
114580,0,0
114581,1,0
114584,0,0
114587,0,0
114588,0,0
114590,0,0
114592,0,0
114594,0,0
114598,0,0
114606,0,0
114607,1,0
114608,0,0
114611,0,0
114612,0,0
114619,1,0
114678,1,0
114682,0,0
114680,1,0
114687,1,0
114688,0,0
114698,0,0
114699,0,0
114704,1,0
114706,0,0
114707,0,0
114708,0,0
114709,0,0
114710,0,0
114711,0,0
114717,1,0
114718,0,1
114719,0,1
114720,0,1
114722,1,0
114729,0,0
114730,0,0
114732,0,0
114734,0,0
114735,0,0
114738,0,0
114739,0,0
114742,0,0
114743,0,0
114744,0,0
114745,1,0
114746,1,0
114747,1,0
114750,1,0
114751,0,0
114755,0,0
114756,0,0
114759,0,0
114760,0,0
114761,0,0
114764,0,0
114767,1,0
114769,0,0
114774,0,1
114780,0,1
114801,0,0
114805,0,0
114811,1,0
114813,0,0
114817,1,0
114818,1,0
114821,0,0
114822,1,0
114823,1,0
114827,0,0
114834,1,0
114835,0,0
114841,0,1
114843,1,0
114852,0,0
114856,0,0
114869,1,0
114875,0,0
114879,0,0
114884,0,0
114887,0,0
114888,0,0
114898,0,0
114902,0,0
114904,0,0
114909,0,0
114910,0,0
114912,1,0
114913,0,0
114914,1,0
114917,0,0
114921,0,0
114925,0,0
114929,0,0
114932,1,0
114933,0,0
114936,0,0
114937,0,0
114941,1,0
114946,0,0
114951,0,0
114964,0,0
114967,0,0
114969,0,0
114970,0,0
114972,0,0
114974,0,0
114975,0,0
114978,0,0
114979,0,0
114980,0,0
114984,1,0
114985,0,0
114988,0,0
114989,1,0
114992,0,0
114996,0,0
114999,1,0
115000,0,0
115012,0,0
115027,1,0
115039,0,0
115041,0,0
115042,0,0
115047,0,0
115064,0,0
115065,0,0
115066,0,0
115067,0,0
115068,0,0
115070,0,0
115071,0,0
115072,0,0
115074,0,0
115076,0,0
115077,0,0
115079,0,0
115080,0,0
115082,0,0
115083,0,0
115085,0,0
115088,1,0
115095,0,0
115099,0,0
115102,0,0
115103,1,0
115108,0,0
115110,0,0
115111,0,0
115112,0,0
115113,0,0
115114,0,0
115119,0,0
115120,0,0
115123,0,0
115125,0,0
115126,0,0
115127,0,0
115129,0,0
115130,0,0
115137,0,0
115138,0,0
115139,0,0
115141,0,0
115144,0,0
115145,1,1
115154,0,0
115155,0,0
115156,0,0
115157,0,0
115159,0,0
115164,0,0
115166,0,0
115170,0,1
115175,0,0
115177,0,0
115178,0,0
115179,0,0
115179,0,0
115182,0,0
115183,0,0
115188,0,0
115189,0,0
115191,0,0
115193,0,0
115194,0,0
115195,0,0
115197,0,0
115198,0,0
115200,0,0
115201,0,0
115202,0,0
115203,1,0
115204,0,0
115237,1,0
115238,0,0
115239,0,0
115240,0,0
115244,0,0
115256,0,0
115261,0,0
115264,0,0
115266,0,0
115268,0,0
115269,0,0
115276,0,0
115281,0,0
115282,0,0
115288,0,0
115289,0,0
115292,0,0
115297,0,0
115298,0,0
115299,0,0
115300,1,0
115301,0,0
115305,0,0
115307,0,0
115309,1,0
115310,1,0
115311,0,0
115312,0,0
115313,1,1
115314,0,0
115322,0,0
115382,0,0
115457,1,0
115464,1,0
115466,1,0
115469,1,0
115471,1,0
115475,1,0
115482,1,0
115483,0,0
115484,1,0
115486,0,0
115487,0,0
115491,0,0
115492,0,0
115494,0,0
115495,0,0
115496,0,0
115498,0,0
115499,0,0
115500,0,0
115502,0,0
115504,0,0
115505,0,0
115509,0,0
115510,1,0
115511,0,0
115512,0,0
115515,0,0
115519,0,0
115520,0,0
115521,0,0
115522,0,0
115523,0,0
115525,0,0
115526,0,0
115529,0,0
115531,0,0
115533,0,0
115534,0,0
115535,0,0
115536,0,0
115539,1,0
115540,0,0
115541,1,0
115543,0,0
115544,0,0
115545,0,0
115547,0,0
115548,0,0
115549,0,0
115550,0,0
115551,0,0
115552,0,0
115553,1,0
115554,0,0
115555,0,0
115559,0,0
115561,1,0
115562,0,0
115563,0,0
115564,0,0
115565,0,0
115568,0,0
115569,0,0
115572,0,0
115573,0,0
115574,0,0
115576,0,0
115577,0,0
115578,1,0
115580,0,0
115581,0,0
115582,0,0
115585,0,0
115586,0,0
115590,0,0
115594,0,0
115598,0,0
115600,0,0
115601,0,0
115603,1,0
115605,1,0
115606,1,0
115607,1,0
115608,0,0
115612,0,0
115615,0,0
115617,0,0
115619,0,0
115622,0,0
115626,0,0
115628,0,0
115629,0,0
115631,0,0
115636,0,0
115637,0,0
115638,0,0
115639,0,0
115641,0,0
115642,0,0
115643,0,0
115645,0,0
115647,1,0
115648,0,0
115649,0,0
115650,0,0
115651,0,0
115653,0,0
115654,0,0
115655,0,0
115657,0,0
115658,0,0
115660,0,0
115661,1,0
115663,1,0
115664,0,0
115666,0,0
115667,0,0
115669,0,0
115670,0,0
115673,0,0
115674,0,0
115675,0,0
115676,0,0
115678,0,0
115679,0,0
115680,0,0
115681,0,0
115682,0,0
115685,0,0
115686,0,0
115688,0,0
115690,0,0
115692,0,0
115693,0,0
115695,0,0
115696,0,0
115697,0,0
115698,0,0
115701,0,0
115703,0,0
115704,0,0
115711,0,0
115712,0,0
115714,0,0
115716,0,0
115720,0,0
115723,0,0
115733,0,0
115734,0,0
115735,0,0
115738,0,0
115739,0,0
115740,0,0
115741,0,0
115744,0,0
115749,0,0
115750,1,0
115758,0,0
115772,1,0
115775,0,0
115813,1,0
115821,1,0
115823,1,0
115825,1,0
115830,0,1
115831,0,1
115836,1,0
115837,1,0
115838,1,0
115847,1,0
115850,0,0
115851,1,0
115852,0,0
115853,0,0
115854,0,0
115855,1,0
115857,0,0
115858,0,0
115859,0,0
115860,1,0
115861,0,0
115862,0,0
115863,0,0
115865,0,0
115866,0,0
115867,0,0
115868,0,0
115869,1,0
115870,0,0
115871,0,0
115872,0,0
115873,0,0
115874,0,0
115875,0,0
115876,0,0
115877,0,0
115879,0,0
115880,0,0
115881,0,0
115882,0,0
115883,1,0
115884,0,0
115885,1,0
115886,0,0
115887,1,0
115888,0,0
115889,1,0
115890,0,0
115891,0,0
115892,0,0
115893,0,0
115897,0,0
115898,0,0
115899,1,0
115900,0,0
115901,0,0
115902,0,0
115903,0,0
115904,0,0
115908,1,0
115909,1,0
115911,1,0
115912,1,0
115913,0,0
115914,0,0
115915,0,0
115916,0,0
115918,0,0
115919,0,0
115920,0,0
115922,0,0
115924,0,0
115925,0,0
115926,0,0
115928,0,0
115929,0,0
115931,0,0
115932,0,0
115933,0,0
115934,0,0
115935,0,0
115936,0,0
115937,0,0
115938,0,0
115939,1,0
115940,0,0
115943,0,0
115944,0,0
115945,0,0
115946,0,0
115947,0,0
115948,0,0
115949,0,0
115952,0,0
115953,0,0
115954,0,0
115955,1,0
115956,0,0
115957,0,0
115960,0,0
115962,1,0
115963,1,0
115964,0,0
115965,0,0
115966,1,0
115967,0,0
115968,0,0
115970,1,0
115971,0,0
115972,0,0
115973,0,0
115974,0,0
115975,0,0
115976,0,0
115977,0,0
115980,0,0
115981,0,0
115982,0,0
115983,1,0
115984,0,0
115985,1,0
115986,0,0
115988,0,0
115989,0,0
115990,0,0
115991,1,0
115992,0,0
115994,0,0
115997,0,0
115998,0,0
115999,0,0
116000,0,0
116001,1,0
116002,0,0
116003,0,0
116004,1,0
116005,0,0
116006,0,0
116007,0,0
116009,0,0
116010,0,0
116012,0,0
116013,0,0
116014,1,0
116015,1,0
116016,0,0
116019,0,0
116020,0,0
116021,0,0
116022,0,0
116023,0,0
116024,0,0
116025,0,0
116026,1,0
116027,1,0
116028,0,0
116030,0,0
116031,0,0
116033,0,0
116034,0,0
116035,0,0
116036,0,0
116037,1,0
116038,1,0
116039,0,0
116040,0,0
116041,0,0
116042,0,0
116043,0,0
116044,0,0
116045,0,0
116046,0,0
116047,0,0
116048,0,0
116049,0,0
116051,0,0
116052,1,0
116053,0,0
116054,0,0
116055,0,0
116056,0,0
116057,0,0
116058,0,0
116059,0,0
116060,0,0
116061,0,0
116063,0,0
116065,0,0
116067,1,0
116068,0,0
116069,0,0
116070,0,0
116071,0,0
116072,0,0
116073,0,0
116074,0,0
116075,0,0
116076,0,0
116078,0,0
116079,0,0
116080,0,0
116082,0,0
116083,0,0
116084,0,0
116088,1,1
116089,1,1
116090,0,1
116092,1,1
116093,0,1
116102,0,1
116103,1,1
116109,1,1
116116,0,1
116117,1,1
116123,1,1
116127,1,1
116134,1,0
116137,0,0
116138,0,1
116140,0,0
116141,0,0
116142,0,0
116143,0,0
116144,0,0
116145,0,0
116146,1,0
116147,1,0
116149,0,0
116150,0,0
116151,0,0
116154,0,0
116155,0,0
116157,0,0
116158,0,0
116162,0,1
116163,0,1
116164,0,1
116165,1,1
116168,1,1
116169,0,1
116170,1,1
116171,1,1
116172,1,1
116173,0,1
116174,1,1
116175,0,1
116176,0,1
116177,1,1
116180,0,1
116182,0,1
116187,1,1
116192,0,1
116195,1,1
116200,0,1
116221,1,1
116223,0,1
116224,0,0
116225,0,0
116226,1,1
116228,0,0
116230,0,0
116231,1,0
116232,0,0
116233,1,0
116234,1,0
116237,1,0
116241,0,0
116242,0,0
116243,0,0
116244,1,0
116246,0,0
116247,0,0
116248,0,0
116249,0,0
116250,0,0
116251,1,1
116253,1,1
116255,0,0
116256,1,0
116258,1,1
116260,0,0
116261,0,1
116262,1,1
116263,1,1
116265,1,0
116266,0,0
116267,0,0
116268,1,0
116269,1,0
116270,0,0
116271,0,0
116273,0,0
116275,0,0
116276,0,0
116277,0,0
116278,0,0
116279,0,0
116280,0,0
116281,0,0
116282,0,0
116283,0,0
116284,0,0
116285,1,0
116286,0,0
116288,0,0
116289,0,0
116290,0,0
116292,0,0
116293,0,0
116294,0,0
116295,0,0
116296,0,0
116297,0,0
116298,0,0
116299,0,0
116300,0,0
116301,0,0
116302,0,0
116303,0,0
116304,0,0
116305,0,0
116306,0,0
116307,1,0
116308,0,0
116309,0,0
116310,0,0
116311,0,0
116312,0,0
116313,0,0
116314,0,0
116315,0,0
116316,0,0
116317,0,0
116318,0,0
116319,0,0
116320,0,0
116321,0,0
116322,0,0
116323,0,0
116324,0,0
116325,0,0
116326,0,0
116327,0,0
116328,0,0
116329,0,0
116330,0,0
116331,0,0
116332,0,0
116333,0,0
116334,1,1
116335,0,1
116336,1,1
116337,0,0
116338,0,0
116339,0,1
116342,1,1
116343,1,1
116344,0,1
116345,0,0
116346,1,1
116348,0,0
116349,0,0
116350,0,0
116351,0,0
116352,0,0
116353,0,0
116354,0,0
116355,0,0
116356,0,0
116357,0,0
116358,0,0
116360,0,0
116361,0,0
116362,0,0
116363,0,0
116364,0,0
116365,0,0
116366,0,0
116368,1,0
116369,0,0
116370,0,0
116371,0,0
116372,0,0
116373,0,0
116374,0,0
116375,0,0
116376,0,0
116377,0,0
116378,0,0
116380,0,0
116381,0,0
116382,0,0
116383,0,0
116385,1,1
116386,0,1
116387,0,0
116388,0,0
116389,0,0
116390,0,0
116391,0,0
116392,0,1
116393,1,1
116394,1,1
116395,0,1
116397,0,1
116398,0,1
116399,0,0
116400,0,0
116402,0,0
116403,0,0
116405,0,0
116407,0,0
116411,0,0
116412,0,0
116413,0,0
116418,0,0
116419,0,0
116422,0,0
116423,0,0
116424,0,0
116427,1,0
116428,0,0
116430,0,0
116431,0,0
116432,1,0
116433,0,0
116436,0,0
116437,0,0
116438,0,0
116440,1,0
116442,0,0
116445,1,0
116446,0,0
116448,0,0
116450,1,1
116453,1,1
116458,0,1
116463,1,1
116465,1,1
116466,0,0
116468,0,0
116469,1,1
116473,1,0
116475,1,0
116478,0,0
116482,0,0
116483,0,0
116486,0,0
116487,1,1
116488,1,0
116489,0,0
116490,0,0
116502,0,0
116504,0,0
116505,1,1
116506,0,0
116507,0,1
116511,1,0
116600,1,0
116603,1,0
116604,0,0
116605,0,0
116607,1,0
116611,1,0
116609,1,0
116614,1,0
116617,1,0
116618,1,0
116625,1,1
116620,1,1
116622,1,1
116624,1,1
116633,1,0
116634,0,0
116635,1,0
116636,1,0
116637,1,0
116639,1,0
116640,1,0
116641,1,0
116642,0,0
116645,1,0
116646,0,0
116650,0,0
116652,0,0
116656,1,0
116659,0,0
116660,0,0
116661,0,0
116662,0,0
116663,0,0
116665,0,0
116668,0,0
116669,0,0
116670,0,0
116671,1,0
116672,0,0
116673,0,0
116674,0,0
116675,0,0
116676,0,0
116677,0,0
116678,0,0
116679,1,0
116680,0,0
116684,1,0
116685,1,0
116686,0,0
116701,1,0
116702,0,0
116705,0,0
116707,1,0
116708,0,0
116714,0,0
116715,0,0
116716,1,0
116718,0,0
116721,1,0
116729,0,0
116730,1,0
116731,0,0
116734,0,0
116735,0,0
116743,0,0
116745,0,0
116746,0,0
116748,1,0
116763,0,0
116765,1,0
116768,0,0
116769,0,0
116773,0,0
116774,1,0
116778,0,0
116780,0,0
116781,0,0
116782,0,0
116784,0,0
116785,0,0
116792,0,0
116793,0,0
116794,1,0
116795,1,0
116796,0,0
116797,0,0
116799,0,0
116800,0,0
116802,0,0
116804,0,0
116806,0,0
116807,0,0
116808,0,0
116810,0,0
116811,0,0
116813,0,0
116814,0,0
116815,0,0
116816,0,0
116819,0,0
116821,0,0
116822,0,0
116828,0,0
116830,0,0
116833,0,0
116836,0,0
116837,0,0
116838,0,0
116844,0,0
116846,0,0
116848,0,0
116851,0,0
116853,0,0
116854,0,0
116856,0,0
116858,0,0
116859,0,0
116864,0,0
116865,0,0
116867,1,0
116868,0,0
116869,0,0
116870,0,0
116874,0,0
116876,0,0
116879,0,0
116880,0,0
116882,0,0
116883,0,0
116884,0,0
116885,0,0
116890,0,0
116891,0,0
116892,1,0
116893,1,0
116894,1,0
116895,0,0
116901,1,0
116902,0,0
116903,0,0
116904,0,0
116905,0,0
116906,0,0
116907,0,0
116908,0,0
116911,0,0
116913,0,0
116916,0,0
116917,0,0
116918,0,0
116919,0,0
116921,0,0
116923,0,0
116924,0,0
116925,0,0
116936,0,0
116941,1,0
116952,0,0
116957,0,0
116959,0,0
116960,0,0
116984,0,0
116991,0,0
116992,0,0
116999,0,0
117049,1,0
117052,1,0
117055,0,0
117062,0,0
117064,1,0
117065,0,0
117066,0,0
117067,0,0
117068,0,0
117069,0,0
117070,0,0
117071,0,0
117072,0,0
117076,0,1
117077,0,1
117078,0,0
117079,0,0
117080,0,1
117083,0,0
117084,0,0
117087,0,0
117088,0,0
117089,0,0
117090,0,0
117091,1,0
117092,1,0
117093,0,0
117096,0,0
117097,0,0
117098,0,0
117099,0,0
117100,0,0
117101,1,0
117102,0,0
117103,0,0
117105,0,0
117106,0,0
117107,0,0
117108,0,0
117109,0,0
117110,0,0
117111,0,0
117113,0,0
117114,0,0
117115,0,0
117117,0,0
117118,0,0
117119,0,0
117120,0,0
117123,0,0
117125,0,0
117126,0,0
117127,0,0
117128,0,0
117129,0,0
117130,0,0
117131,0,0
117132,0,0
117133,0,0
117134,0,0
117135,0,0
117136,0,0
117140,0,0
117141,0,0
117143,0,0
117144,0,0
117145,0,0
117146,1,0
117147,0,0
117148,0,0
117149,0,0
117150,0,0
117151,0,1
117153,0,0
117154,0,0
117156,0,1
117157,0,1
117158,0,1
117159,0,1
117160,0,1
117161,0,1
117162,0,1
117163,0,1
117166,0,0
117167,0,1
117168,0,1
117171,0,0
117174,0,0
117175,1,0
117176,0,0
117177,0,0
117178,0,0
117180,1,0
117181,1,0
117182,0,0
117183,0,0
117186,1,0
117187,0,0
117188,1,0
117189,1,1
117193,0,0
117194,1,0
117195,1,0
117197,0,0
117200,1,1
117206,0,1
117211,0,0
117214,0,0
117217,0,0
117218,0,0
117219,0,0
117220,0,0
117221,0,1
117222,0,0
117223,1,0
117224,0,0
117227,0,0
117229,0,0
117230,0,0
117231,1,0
117233,1,0
117234,1,0
117235,0,0
117236,0,0
117242,0,0
117243,0,0
117245,0,0
117249,0,0
117250,0,0
117252,0,0
117253,0,0
117254,0,0
117255,1,0
117256,0,0
117258,0,0
117259,1,0
117260,0,0
117261,0,0
117263,1,0
117266,0,0
117269,0,1
117270,1,0
117271,0,0
117272,0,0
117274,0,0
117276,0,0
117277,0,0
117278,0,0
117279,0,0
117280,0,0
117281,0,0
117283,0,0
117284,0,0
117289,0,0
117290,1,1
117292,0,1
117293,0,1
117294,0,0
117296,0,0
117297,0,0
117298,0,0
117302,1,0
117303,0,0
117304,0,0
117305,0,0
117306,1,1
117309,0,0
117310,0,0
117311,0,1
117313,0,0
117314,0,0
117315,0,0
117316,0,1
117317,0,1
117319,0,0
117322,0,1
117323,0,1
117324,0,1
117326,1,0
117327,0,0
117328,0,0
117329,0,0
117330,0,0
117331,0,0
117333,1,0
117334,0,0
117335,0,0
117336,1,0
117337,0,0
117340,0,1
117342,0,0
117345,1,0
117346,0,0
117349,1,0
117352,0,1
117353,0,0
117358,0,0
117361,0,0
117363,0,0
117364,1,1
117365,0,0
117366,0,0
117367,1,0
117368,0,0
117369,0,0
117370,0,0
117371,1,0
117374,0,1
117376,0,0
117377,0,0
117378,0,0
117379,1,0
117382,0,0
117384,0,0
117385,0,0
117386,0,0
117387,0,0
117388,0,0
117389,0,0
117390,0,0
117391,0,0
117392,0,0
117393,0,0
117394,0,0
117395,0,0
117396,0,0
117397,1,0
117398,0,0
117400,0,0
117401,0,0
117402,0,0
117403,0,0
117405,0,0
117406,0,0
117407,0,0
117408,0,0
117409,0,0
117410,0,0
117413,0,0
117414,0,0
117415,0,0
117416,0,0
117417,0,0
117418,0,0
117419,0,0
117420,0,0
117421,0,0
117422,0,0
117423,0,0
117424,0,0
117426,0,0
117428,0,0
117430,0,0
117431,0,0
117432,0,0
117433,0,0
117434,0,0
117435,0,0
117437,0,0
117439,0,0
117440,0,0
117441,0,0
117442,0,0
117443,0,0
117444,0,0
117445,0,0
117446,0,0
117448,0,0
117449,0,0
117451,0,0
117452,0,0
117453,0,0
117455,0,0
117456,0,1
117457,0,0
117458,0,0
117459,0,0
117460,0,0
117461,0,0
117462,0,0
117463,0,0
117464,0,0
117465,0,0
117466,0,0
117467,0,0
117468,0,0
117469,0,0
117470,0,0
117472,0,0
117473,0,0
117474,0,1
117478,0,0
117481,0,0
117488,0,0
117489,0,0
117490,0,0
117491,0,0
117492,0,0
117495,0,1
117496,0,0
117497,1,0
117498,0,1
117499,0,0
117504,1,0
117518,1,1
117530,0,1
117534,1,1
117541,0,0
117552,1,0
117554,0,0
117555,0,0
117559,0,0
117562,1,0
117563,0,0
117564,1,0
117565,0,0
117567,0,0
117569,0,0
117570,0,0
117577,0,0
117578,0,0
117665,1,0
117667,1,0
117669,1,1
117670,1,0
117671,1,0
117672,1,0
117674,1,0
117676,1,0
117679,1,1
117680,1,0
117681,1,0
117682,1,0
117683,1,0
117684,1,0
117685,1,0
117686,1,0
117690,0,1
117691,0,0
117692,0,1
117695,0,0
117697,0,0
117698,0,0
117699,0,0
117700,0,0
117725,0,0
117726,1,0
117727,0,0
117728,1,0
117730,0,0
117733,1,0
117736,0,0
117737,0,0
117739,0,0
117740,1,0
117741,0,0
117743,1,0
117747,1,0
117748,1,0
117752,0,0
117753,0,0
117756,1,0
117768,1,0
117771,1,0
117780,0,0
117781,0,0
117787,1,0
117811,0,0
117812,0,0
117823,0,0
117824,0,0
117825,1,0
117830,0,0
117831,0,0
117832,1,0
117833,1,0
117838,0,0
117839,0,0
117840,1,0
117841,0,0
117842,0,0
117851,0,0
117852,0,0
117853,0,0
117855,0,0
117858,0,0
117859,0,0
117860,0,0
117861,1,0
117862,0,0
117864,0,0
117866,0,0
117867,0,0
117868,0,0
117872,0,0
117875,0,0
117878,0,0
117881,0,0
117882,1,0
117883,0,0
117886,0,0
117885,0,0
117888,0,0
117889,0,0
117891,0,0
117892,0,0
117893,1,0
117894,0,0
117909,1,0
117911,0,0
117912,0,0
117916,0,0
117926,1,0
117934,1,0
117935,0,0
117936,1,0
117937,1,0
117939,0,0
117941,0,0
117942,1,0
117956,1,0
117967,1,0
117969,0,0
117970,0,0
117971,0,0
117972,0,0
117973,0,0
117974,0,0
117976,0,0
117977,0,0
117980,0,0
117981,0,0
117982,0,0
117983,1,0
117985,0,0
117987,0,0
117989,0,0
117990,0,0
117992,0,0
117993,0,0
117995,0,0
117996,0,0
117997,0,0
117999,0,0
118000,0,0
118001,0,0
118002,0,0
118003,0,0
118004,1,0
118005,0,0
118006,1,0
118007,0,0
118010,0,0
118011,0,0
118014,0,0
118015,0,0
118016,1,0
118017,0,0
118018,0,0
118020,0,0
118022,0,0
118023,1,0
118025,0,0
118026,0,0
118028,0,0
118030,0,0
118034,0,0
118037,0,0
118038,0,0
118043,0,0
118044,0,0
118051,0,1
118072,0,0
118073,0,0
118075,1,0
118076,0,0
118082,0,0
118085,1,0
118097,0,0
118109,1,0
118111,1,0
118112,0,0
118120,0,0
118122,0,0
118138,1,1
118140,1,1
118147,1,0
118148,1,0
118144,1,0
118145,1,0
118146,1,0
118156,0,0
118158,0,0
118159,1,0
118159,0,0
118160,0,0
118161,0,0
118162,0,0
118163,1,0
118164,1,0
118165,0,0
118167,0,0
118168,1,0
118169,0,0
118172,0,0
118173,1,0
118175,1,0
118176,0,0
118177,0,0
118178,1,0
118179,1,0
118180,0,0
118181,0,0
118182,1,0
118183,1,0
118188,0,0
118192,0,0
118193,1,0
118194,0,0
118195,0,0
118196,0,0
118198,0,0
118199,0,0
118200,0,0
118226,1,0
118227,1,0
118228,1,0
118229,0,0
118254,1,0
118255,0,0
118257,0,0
118258,0,0
118262,0,0
118264,1,0
118266,0,0
118271,0,0
118272,1,0
118273,1,0
118277,0,0
118278,0,0
118279,0,0
118280,0,0
118282,0,0
118283,0,0
118284,0,0
118285,0,0
118286,0,0
118288,0,0
118289,0,0
118290,0,0
118291,0,0
118292,0,0
118293,0,0
118294,0,0
118295,1,0
118297,0,0
118301,1,0
118302,0,0
118307,0,0
118308,0,0
118309,0,0
118310,0,0
118311,0,0
118313,0,0
118314,0,0
118317,1,0
118320,1,0
118329,0,0
118330,1,0
118336,0,0
118337,0,0
118338,0,0
118341,0,0
118346,0,0
118348,1,0
118354,1,0
118356,0,0
118359,1,0
118361,0,0
118363,0,0
118364,1,0
118365,0,0
118369,0,0
118370,0,0
118371,0,0
118372,0,0
118373,0,0
118374,0,0
118375,0,0
118377,0,0
118381,0,0
118385,0,0
118387,0,0
118393,0,0
118398,0,0
118399,1,0
118400,0,0
118401,0,0
118403,0,0
118405,0,0
118406,0,0
118411,0,0
118414,1,0
118416,1,0
118423,0,0
118436,0,0
118438,1,0
118442,0,0
118449,1,0
118453,0,0
118456,0,0
118459,1,0
118461,1,0
118465,0,0
118468,0,0
118472,0,0
118477,0,0
118479,0,0
118480,0,0
118484,0,0
118487,0,0
118488,0,0
118490,1,0
118491,0,0
118493,0,0
118495,0,0
118501,0,0
118505,0,0
118509,0,0
118511,0,0
118515,0,0
118516,0,0
118523,0,0
118524,0,0
118526,1,0
118534,1,0
118536,1,0
118541,0,0
118548,0,0
118551,0,0
118555,0,0
118558,0,0
118563,1,0
118566,1,0
118568,0,0
118575,1,0
118576,1,0
118585,1,0
118590,0,0
118592,0,0
118597,0,0
118598,0,0
118600,1,0
118601,0,0
118602,1,0
118603,0,0
118604,0,0
118606,0,0
118607,0,0
118608,1,0
118611,0,0
118613,0,0
118614,0,0
118615,0,0
118616,1,0
118617,0,0
118619,0,0
118620,0,0
118622,0,0
118623,0,0
118625,0,0
118626,0,0
118629,0,0
118630,0,0
118631,1,0
118632,0,0
118634,0,0
118635,0,0
118636,0,0
118637,0,0
118638,0,0
118641,0,0
118643,0,0
118646,1,0
118647,0,0
118649,1,0
118651,1,0
118653,0,0
118654,0,0
118655,0,0
118657,0,0
118659,0,0
118660,0,0
118663,0,0
118664,0,0
118665,0,0
118666,0,0
118672,0,0
118673,0,0
118675,0,0
118676,1,0
118678,0,0
118679,0,0
118680,0,0
118681,0,0
118682,0,0
118683,0,0
118685,0,0
118686,0,0
118687,0,0
118688,1,0
118691,0,0
118693,0,0
118694,1,0
118695,1,0
118696,0,0
118697,0,0
118698,0,0
118701,0,0
118702,0,0
118704,0,0
118705,0,0
118706,0,0
118707,0,0
118709,1,0
118710,0,0
118711,1,0
118712,0,0
118713,0,0
118715,0,0
118716,0,0
118717,0,0
118718,0,0
118720,0,0
118721,0,0
118722,0,0
118724,1,0
118725,0,0
118726,0,0
118728,0,0
118730,0,0
118734,0,0
118735,0,0
118736,0,0
118737,0,0
118738,0,0
118740,0,0
118741,0,0
118744,0,0
118745,1,0
118748,1,0
118750,1,0
118751,0,0
118754,1,0
118756,0,0
